Host Name;DNS name 1;DNS name 2;State;Responsable;Critical;Priority;Type;Virt. Plataform;Fail Over Cluster or VMwware Datacenter;Business Function;Application name;Environment;Contact Team;Data center;Domain;Operating System;Time Zone;Network Adapter;MAC Address;IP Address Adapter 1;IP Address Adapter 2;IP Address Adapter 3;IP Address Adapter 4;Default Gateway;DNS Primary;DNS Secondary;SERVER MAKE;SERVER MODEL;SERVER TYPE;Console Remote Access;Service Tag (serial);Warranty end
CANSDNS01;cansdns02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Bind, DNS Zone;PD;;AGCO BR - Canoas;None;Red Hat Enterprise Linux 5 (32-bit);Unknown;;;10.30.168.14;10.30.168.15;;;Unknown;Unknown;Unknown;;;;None;None;None
CANSDNS04;cansdns04.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;DNS Zone;PD;;AGCO BR - Canoas;None;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection · DMZ;00:50:56:B8:EC:A3;10.30.168.81/24;;;;10.30.168.3;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDSI01PY;cansdsi01py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JD Edwards/Dclink (DSI);PY;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:3E:5F;10.30.20.83/24;;;;10.30.20.1;10.30.20.53;;;;;None;None;None
CANSDSI02;cansdsi02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;JD Edwards/Dclink (DSI);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter ;00:50:56:B8:BC:2F;182.1.20.5/16;;;;182.1.1.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDSI02DR;cansdsi02dr.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;MOGI DAS CRUZES;Application Server;JD Edwards/Dclink (DSI);DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2003 R2 Standard (32-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter #2;00-50-56-BD-48-BF;10.31.20.47/24;;;;10.31.20.1;10.31.128.82;10.31.128.83;;;;None;None;None
CANSDSI03;cansdsi03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;JD Edwards/Dclink (DSI);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires;vmxnet3 Ethernet Adapter ;00:50:56:B8:66:66;10.30.22.11/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDSI03DR;cansdsi03dr.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;MOGI DAS CRUZES;Application Server;JD Edwards/Dclink (DSI);DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter #2;00-50-56-BD-48-BF;10.31.20.50/24;;;;10.31.20.1;10.31.128.82;10.31.128.83;;;;N/A;N/A;N/A
CANSDSI03PY;cansdsi03py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JD Edwards/Dclink (DSI);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires;vmxnet3 Ethernet Adapter ;00-50-56-B8-04-24;10.30.22.10/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDSI04;cansdsi04.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;JD Edwards/Dclink (DSI);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter ;00:50:56:B8:4B:3F;10.30.22.137/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDSI04DR;cansdsi04dr.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;MOGI DAS CRUZES;Application Server;JD Edwards/Dclink (DSI);DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter #2;00-50-56-BD-ED-4F;10.31.20.51/24;;;;10.31.20.1;10.31.128.82;10.31.128.83;;;;N/A;N/A;N/A
CANSDSI04PY;cansdsi04py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JD Edwards/Dclink (DSI);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter ;00-50-56-B8-31-B3;10.30.22.145/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDSI22;CANSDSI22.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P3;Virtual;VMware;CANOAS;Application Server;Dclink (DSI) - Canoas;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;182.1.20.6/16;;;;182.1.1.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSDSI22DR;CANSDSI22DR.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P3;Virtual;VMware;MOGI DAS CRUZES;Application Server;Dclink (DSI) - Canoas;DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.25/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSDSI22PY;CANSDSI22PY.agco_dsv.com.br;;IMPLEMENTING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Dclink (DSI) - Canoas;PY;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.99/24;;;;10.30.20.1;10.30.20.72;10.30.20.13;;;;None;None;None
CANSDSI23;CANSDSI23.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Dclink (DSI) - Argentina;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.23/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSDSI23PY;CANSDSI23PY.sa.agcocorp.com;;IMPLEMENTING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Dclink (DSI) - Argentina;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.26/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSDSI24;CANSDSI24.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Dclink (DSI) - Mogi;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.24/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSDSI24PY;CANSDSI24PY.sa.agcocorp.com;;IMPLEMENTING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Dclink (DSI) - Mogi;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.21/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSDSI44;cansdsi44.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;JDE;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;;;10.30.22.194;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSEDGE01;cansedge01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;Edge Server - Exchange 2007;PD;;AGCO BR - Canoas;None;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:25:62;10.30.168.74/22;;;;10.30.168.3;10.30.168.15;;;;;None;None;None
CANSEDGE02;cansedge02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;Edge Server - Exchange 2007;PD;;AGCO BR - Canoas;None;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:26:5C;10.30.168.77/22;;;;10.30.168.3;10.30.168.15;;;;;None;None;None
CANSEDI01;cansedi01.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;Task Central, interfaces;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter ;00:50:56:B8:8B:4E;10.30.20.77/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEDI01PP;cansedi01pp.sa.agcocorp.com;;OPERATING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;Taskcentral;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(UTC-03:00) Brasilia;;;10.30.23.127/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEDI01PY;cansedi01py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Electronic Data Interchange (AGCO) - PY;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Intel 21140-Based PCI Fast Ethernet Adapter;00:15:5D:14:45:8D;10.30.20.84/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEDI01-rest;cansedi01-rest.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;Task Central, interfaces;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter ;00:50:56:B8:8B:4E;10.30.21.34/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEDI02;cansedi02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;SawluzNFE;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;Microsoft Virtual Machine Bus Network Adapter;00-50-56-B8-5A-BB;10.30.22.76/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSEDI02PP;cansedi02pp.sa.agcocorp.com;;OPERATING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;Sawluz Nfe;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.125/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEDI02PY;cansedi02py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Homologaç Sawluz EDI;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter ;00:50:56:B8:50:16;10.30.22.181/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSEDM01;cansedm01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Meridian;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Enterprise (32-bit);(GMT-03:00) Brasilia;;;10.30.20.90/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSEHUB01;cansehub01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;Hub Transport - Exchange 2007;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter #2;00:15:5D:14:25:60;10.30.22.72/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEHUB02;cansehub02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;Hub Transport - Exchange 2007;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:26:59;10.30.22.73/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPF01;cansepf01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;Exchange 2007 Public Folder;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:25:61;10.30.22.111/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPL01;cansepl01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;Epsilon;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:16:30:28;10.30.20.97/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPL02;CANSEPL02.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;Epsilon;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.120/22;182.10.1.120/16;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS01;canseps01.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Canoas);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.141/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS01OLD;canseps01.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Canoas);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:B0:5E;10.30.20.88/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS02;canseps02.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Brasil);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);;;;10.30.23.142/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS02old;canseps02.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Mogi);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:E0:1A;10.30.20.201/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS03;canseps03.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Projetos);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(GMT-03:00) Brasilia;;;10.30.23.143/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS03.old;canseps03.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Mogi);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:DA:1E;10.30.20.211/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS04;canseps04.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Haedo);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Buenos Aires;;;10.30.23.144/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSEPS04old;canseps04.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;JDE (Haedo) ;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Buenos Aires;vmxnet3 Ethernet Adapter;00:50:56:B8:1A:3B;10.30.20.89/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSFILE01DR;cansfile01dr.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;File Server;DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;vmxnet3 Ethernet Adapter;00:50:56:BD:F8:90;10.30.20.212/24;;;;10.31.20.1;10.31.128.82;10.31.128.83;;;;None;None;None
CANSFILE02;cansfile02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;File Server, AcessosUser, AGCOUser, AMDW, Credito, Garantia, Inadim, InventaMAQ, InventaProd, Operacoes Comerciais, ROP (Reclaim Of Parts), Vendor, VNotlan ;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (64-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:16:2C:32;182.1.20.8/16;;;;182.1.1.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSFILE02-W2K8;CANSFILE02-W2K8.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;File Server;PD;ADM de Redes;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;182.1.20.9/16;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSFILE03;CANSFILE03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;File Server (engineering);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.78/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSFILE04;cansfile04.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Physical;None;None;Infrastructure Server;File Server;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.22.190/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;DELL;2950;PowerEdge;Configuration Needed;5VBW9F1;19/12/2012
CANSFILE05-homolog;CANSFILE05-homolog.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Infrastructure Server;Unknown;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.30.21.35/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSFTP02;cansftp02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;FTP Server;PD/DR;;AGCO BR - Canoas;None;Windows Server 2003 Standard (32-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:F9:D2;10.30.168.16/24;;;;10.30.168.3;10.30.168.15;;;;;None;None;None
CANSFTP02PY;CANSFTP02PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Infrastructure Server;FTP Server;PY;;AGCO BR - Canoas;None;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.168.174/24;;;;10.30.168.3;10.30.22.138;10.30.22.139;;;;None;None;None
CANSFTP03;cansftp03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;FTP Server, SawluzNFE;PD;;AGCO BR - Canoas;None;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter #3;00-15-5D-16-30-3B;10.30.168.60/24;;;;10.30.168.3;10.30.168.15;;;;;None;None;None
CANSFTP04;cansftp04.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;FTP Server, SawluzNFE;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-15-5D-16-30-3B;10.30.23.16/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSHA01;CANSHA01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.172;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.173;D3TQ2K2;24/05/2017
CANSHA02;CANSHA02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.174;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.175;D37Q2K2;24/05/2017
CANSHA03;CANSHA03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.176;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.177;D37K2K2;24/05/2017
CANSHA04;CANSHA04.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.178;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.179;D33L2K2;24/05/2017
CANSHA05;CANSHA05.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.180;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.181;D3MQ2K2;24/05/2017
CANSHA06;CANSHA06.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.182;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.183;D3SK2K2;24/05/2017
CANSHA07;CANSHA07.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.184;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.185;D30N2K2;24/05/2017
CANSHA08;CANSHA08.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.186;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.187;D35R2K2;24/05/2017
CANSHA11;CANSHA11.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.192;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.193;D34J2K2;24/05/2017
CANSHA12;CANSHA12.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.194;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.195;D3FR2K2;24/05/2017
CANSHA13;CANSHA13.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.196;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.197;D3TK2K2;24/05/2017
CANSHA14;CANSHA14.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.198;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.199;D3RJ2K2;24/05/2017
CANSHA15;CANSHA15.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;VMware;CANOAS;Infrastructure Server;VMware ESXi, 6.5.0;PD;;AGCO BR - Canoas;sa.agcocorp.com;Vmware ESXi 6;(UTC-03:00) Brasilia;;;10.30.23.200;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;M630;PowerEdge;10.30.23.201;D3BL2K2;24/05/2017
